,Temperature F,Number of Rides,Weather Description,index1,weekday
2014-07-27 08:00:00,70.28599999999997,34,broken clouds,2014-07-27 08:00:00,Sunday
2014-07-27 09:00:00,70.03399999999999,33,light rain,2014-07-27 09:00:00,Sunday
2014-07-27 12:00:00,72.05,30,mist,2014-07-27 12:00:00,Sunday
2014-07-27 16:00:00,80.33000000000004,49,broken clouds,2014-07-27 16:00:00,Sunday
2014-07-27 17:00:00,82.21999999999996,29,overcast clouds,2014-07-27 17:00:00,Sunday
2014-07-27 18:00:00,83.75,35,broken clouds,2014-07-27 18:00:00,Sunday
2014-07-28 01:00:00,81.50817589699996,39,overcast clouds,2014-07-28 01:00:00,Monday
2014-07-28 02:00:00,79.05199999999998,20,overcast clouds,2014-07-28 02:00:00,Monday
2014-07-28 03:00:00,78.68473924460002,21,light rain,2014-07-28 03:00:00,Monday
2014-07-28 04:00:00,77.19800000000002,18,mist,2014-07-28 04:00:00,Monday
2014-07-28 07:00:00,72.08599999999997,35,thunderstorm with rain,2014-07-28 07:00:00,Monday
2014-07-28 08:00:00,70.34000000000002,72,moderate rain,2014-07-28 08:00:00,Monday
2014-07-28 09:00:00,69.31400000000004,58,light rain,2014-07-28 09:00:00,Monday
2014-07-28 12:00:00,70.358,18,light rain,2014-07-28 12:00:00,Monday
2014-07-28 16:00:00,78.96199999999996,30,scattered clouds,2014-07-28 16:00:00,Monday
2014-07-28 17:00:00,81.23000000000005,39,broken clouds,2014-07-28 17:00:00,Monday
2014-07-28 18:00:00,81.91400000000003,23,scattered clouds,2014-07-28 18:00:00,Monday
2014-07-29 01:00:00,70.19600000000005,36,scattered clouds,2014-07-29 01:00:00,Tuesday
2014-07-29 02:00:00,69.31400000000004,27,scattered clouds,2014-07-29 02:00:00,Tuesday
2014-07-29 03:00:00,67.92799999999997,15,scattered clouds,2014-07-29 03:00:00,Tuesday
2014-07-29 04:00:00,66.88399999999999,16,scattered clouds,2014-07-29 04:00:00,Tuesday
2014-07-29 07:00:00,64.09399999999997,33,scattered clouds,2014-07-29 07:00:00,Tuesday
2014-07-29 08:00:00,63.266000000000005,67,scattered clouds,2014-07-29 08:00:00,Tuesday
2014-07-29 09:00:00,61.71799999999998,63,few clouds,2014-07-29 09:00:00,Tuesday
2014-07-29 12:00:00,64.52599999999998,33,scattered clouds,2014-07-29 12:00:00,Tuesday
2014-07-29 16:00:00,72.37400000000001,27,scattered clouds,2014-07-29 16:00:00,Tuesday
2014-07-29 17:00:00,73.958,31,scattered clouds,2014-07-29 17:00:00,Tuesday
2014-07-29 18:00:00,74.84000000000002,27,broken clouds,2014-07-29 18:00:00,Tuesday
2014-07-30 01:00:00,67.442,26,broken clouds,2014-07-30 01:00:00,Wednesday
2014-07-30 02:00:00,65.94800000000002,26,scattered clouds,2014-07-30 02:00:00,Wednesday
2014-07-30 03:00:00,64.04000000000002,14,scattered clouds,2014-07-30 03:00:00,Wednesday
2014-07-30 04:00:00,62.653999999999954,16,mist,2014-07-30 04:00:00,Wednesday
2014-07-30 07:00:00,60.998000000000026,34,overcast clouds,2014-07-30 07:00:00,Wednesday
2014-07-30 08:00:00,59.99000000000002,63,scattered clouds,2014-07-30 08:00:00,Wednesday
2014-07-30 09:00:00,59.522000000000034,64,mist,2014-07-30 09:00:00,Wednesday
2014-07-30 12:00:00,62.41999999999996,35,scattered clouds,2014-07-30 12:00:00,Wednesday
2014-07-30 16:00:00,76.11799999999998,25,few clouds,2014-07-30 16:00:00,Wednesday
2014-07-30 17:00:00,77.32400000000001,39,scattered clouds,2014-07-30 17:00:00,Wednesday
2014-07-30 18:00:00,78.02599999999998,32,scattered clouds,2014-07-30 18:00:00,Wednesday
2014-07-31 01:00:00,69.87200000000004,26,scattered clouds,2014-07-31 01:00:00,Thursday
2014-07-31 02:00:00,67.98200000000001,27,few clouds,2014-07-31 02:00:00,Thursday
2014-07-31 03:00:00,66.326,15,few clouds,2014-07-31 03:00:00,Thursday
2014-07-31 04:00:00,64.97599999999998,14,few clouds,2014-07-31 04:00:00,Thursday
2014-07-31 07:00:00,62.05999999999998,41,mist,2014-07-31 07:00:00,Thursday
2014-07-31 08:00:00,61.37599999999999,78,mist,2014-07-31 08:00:00,Thursday
2014-07-31 09:00:00,60.8,73,mist,2014-07-31 09:00:00,Thursday
2014-07-31 12:00:00,65.94800000000002,28,light rain,2014-07-31 12:00:00,Thursday
2014-07-31 16:00:00,78.458,31,scattered clouds,2014-07-31 16:00:00,Thursday
2014-07-31 17:00:00,80.27599999999998,37,scattered clouds,2014-07-31 17:00:00,Thursday
2014-07-31 18:00:00,81.08599999999997,41,broken clouds,2014-07-31 18:00:00,Thursday
2014-08-01 01:00:00,74.26400000000004,46,broken clouds,2014-08-01 01:00:00,Friday
2014-08-01 02:00:00,72.37400000000001,29,broken clouds,2014-08-01 02:00:00,Friday
2014-08-01 03:00:00,70.91600000000001,22,broken clouds,2014-08-01 03:00:00,Friday
2014-08-01 04:00:00,69.63800000000005,25,broken clouds,2014-08-01 04:00:00,Friday
2014-08-01 07:00:00,67.40600000000003,42,mist,2014-08-01 07:00:00,Friday
2014-08-01 08:00:00,67.11799999999998,77,mist,2014-08-01 08:00:00,Friday
2014-08-01 09:00:00,66.91999999999996,73,mist,2014-08-01 09:00:00,Friday
2014-08-01 12:00:00,69.8,54,mist,2014-08-01 12:00:00,Friday
2014-08-01 16:00:00,81.48200000000001,54,haze,2014-08-01 16:00:00,Friday
2014-08-01 17:00:00,81.98599999999996,48,haze,2014-08-01 17:00:00,Friday
2014-08-01 18:00:00,80.18599999999996,44,thunderstorm with light rain,2014-08-01 18:00:00,Friday
2014-08-02 01:00:00,73.00759999999997,79,overcast clouds,2014-08-02 01:00:00,Saturday
2014-08-02 02:00:00,73.00759999999997,58,overcast clouds,2014-08-02 02:00:00,Saturday
2014-08-02 03:00:00,70.10600000000002,45,mist,2014-08-02 03:00:00,Saturday
2014-08-02 04:00:00,69.92599999999999,43,mist,2014-08-02 04:00:00,Saturday
2014-08-02 07:00:00,68.84600000000005,53,mist,2014-08-02 07:00:00,Saturday
2014-08-02 08:00:00,68.43200000000002,53,mist,2014-08-02 08:00:00,Saturday
2014-08-02 09:00:00,67.766,39,mist,2014-08-02 09:00:00,Saturday
2014-08-02 12:00:00,64.74199999999999,32,mist,2014-08-02 12:00:00,Saturday
2014-08-02 16:00:00,68.38262119939996,53,moderate rain,2014-08-02 16:00:00,Saturday
2014-08-02 17:00:00,69.0193106006,50,moderate rain,2014-08-02 17:00:00,Saturday
2014-08-02 18:00:00,72.95,48,broken clouds,2014-08-02 18:00:00,Saturday
2014-08-03 01:00:00,67.208,81,broken clouds,2014-08-03 01:00:00,Sunday
2014-08-03 02:00:00,66.25399999999995,65,broken clouds,2014-08-03 02:00:00,Sunday
2014-08-03 03:00:00,65.62400000000001,52,few clouds,2014-08-03 03:00:00,Sunday
2014-08-03 04:00:00,65.15600000000003,39,mist,2014-08-03 04:00:00,Sunday
2014-08-03 07:00:00,65.04800000000003,30,mist,2014-08-03 07:00:00,Sunday
2014-08-03 08:00:00,64.958,40,mist,2014-08-03 08:00:00,Sunday
2014-08-03 09:00:00,65.066,34,mist,2014-08-03 09:00:00,Sunday
2014-08-03 12:00:00,65.3124143066,43,light rain,2014-08-03 12:00:00,Sunday
2014-08-03 16:00:00,72.48200000000001,52,broken clouds,2014-08-03 16:00:00,Sunday
2014-08-03 17:00:00,73.66999999999996,40,broken clouds,2014-08-03 17:00:00,Sunday
2014-08-03 18:00:00,74.87599999999999,48,broken clouds,2014-08-03 18:00:00,Sunday
2014-08-04 01:00:00,70.808,41,broken clouds,2014-08-04 01:00:00,Monday
2014-08-04 02:00:00,70.358,21,broken clouds,2014-08-04 02:00:00,Monday
2014-08-04 03:00:00,70.23200000000001,21,broken clouds,2014-08-04 03:00:00,Monday
2014-08-04 04:00:00,69.61999999999996,19,mist,2014-08-04 04:00:00,Monday
2014-08-04 07:00:00,68.61199999999995,32,mist,2014-08-04 07:00:00,Monday
2014-08-04 08:00:00,68.84600000000005,65,mist,2014-08-04 08:00:00,Monday
2014-08-04 09:00:00,68.50399999999995,66,mist,2014-08-04 09:00:00,Monday
2014-08-04 12:00:00,70.98800000000004,42,scattered clouds,2014-08-04 12:00:00,Monday
2014-08-04 16:00:00,79.98800000000004,30,broken clouds,2014-08-04 16:00:00,Monday
2014-08-04 17:00:00,81.33800000000005,39,broken clouds,2014-08-04 17:00:00,Monday
2014-08-04 18:00:00,81.734,26,broken clouds,2014-08-04 18:00:00,Monday
2014-08-05 01:00:00,74.01199999999996,30,thunderstorm with heavy rain,2014-08-05 01:00:00,Tuesday
2014-08-05 02:00:00,71.72599999999998,24,light rain,2014-08-05 02:00:00,Tuesday
2014-08-05 03:00:00,71.38399999999999,14,light rain,2014-08-05 03:00:00,Tuesday
2014-08-05 04:00:00,70.50199999999998,19,heavy intensity rain,2014-08-05 04:00:00,Tuesday
2014-08-05 07:00:00,67.49600000000005,33,mist,2014-08-05 07:00:00,Tuesday
2014-08-05 08:00:00,66.93800000000005,62,mist,2014-08-05 08:00:00,Tuesday
2014-08-05 09:00:00,66.77599999999998,63,fog,2014-08-05 09:00:00,Tuesday
2014-08-05 12:00:00,70.84399999999997,38,mist,2014-08-05 12:00:00,Tuesday
2014-08-05 16:00:00,84.77599999999998,45,scattered clouds,2014-08-05 16:00:00,Tuesday
2014-08-05 17:00:00,85.83800000000005,38,scattered clouds,2014-08-05 17:00:00,Tuesday
2014-08-05 18:00:00,86.35999999999999,49,scattered clouds,2014-08-05 18:00:00,Tuesday
2014-08-06 01:00:00,76.85600000000002,27,light rain,2014-08-06 01:00:00,Wednesday
2014-08-06 02:00:00,75.36199999999995,26,broken clouds,2014-08-06 02:00:00,Wednesday
2014-08-06 03:00:00,75.25399999999995,12,broken clouds,2014-08-06 03:00:00,Wednesday
2014-08-06 04:00:00,72.98599999999996,16,broken clouds,2014-08-06 04:00:00,Wednesday
2014-08-06 07:00:00,69.09800000000003,41,broken clouds,2014-08-06 07:00:00,Wednesday
2014-08-06 08:00:00,68.05399999999995,60,mist,2014-08-06 08:00:00,Wednesday
2014-08-06 09:00:00,67.47799999999997,68,mist,2014-08-06 09:00:00,Wednesday
2014-08-06 12:00:00,69.692,31,broken clouds,2014-08-06 12:00:00,Wednesday
2014-08-06 16:00:00,77.35999999999999,28,broken clouds,2014-08-06 16:00:00,Wednesday
2014-08-06 17:00:00,78.63800000000005,35,broken clouds,2014-08-06 17:00:00,Wednesday
2014-08-06 18:00:00,80.29399999999997,45,broken clouds,2014-08-06 18:00:00,Wednesday
2014-08-07 01:00:00,71.83399999999999,33,scattered clouds,2014-08-07 01:00:00,Thursday
2014-08-07 02:00:00,69.60199999999998,28,few clouds,2014-08-07 02:00:00,Thursday
2014-08-07 03:00:00,68.99000000000002,16,few clouds,2014-08-07 03:00:00,Thursday
2014-08-07 04:00:00,67.28000000000004,11,few clouds,2014-08-07 04:00:00,Thursday
2014-08-07 07:00:00,63.71600000000001,33,few clouds,2014-08-07 07:00:00,Thursday
2014-08-07 08:00:00,62.24000000000002,67,sky is clear,2014-08-07 08:00:00,Thursday
2014-08-07 09:00:00,61.79000000000002,69,sky is clear,2014-08-07 09:00:00,Thursday
2014-08-07 12:00:00,66.21799999999999,29,few clouds,2014-08-07 12:00:00,Thursday
2014-08-07 16:00:00,78.38599999999997,31,few clouds,2014-08-07 16:00:00,Thursday
2014-08-07 17:00:00,80.38399999999999,48,haze,2014-08-07 17:00:00,Thursday
2014-08-07 18:00:00,80.924,42,scattered clouds,2014-08-07 18:00:00,Thursday
2014-08-08 01:00:00,70.7,44,scattered clouds,2014-08-08 01:00:00,Friday
2014-08-08 02:00:00,69.42200000000004,29,sky is clear,2014-08-08 02:00:00,Friday
2014-08-08 03:00:00,66.16400000000003,22,scattered clouds,2014-08-08 03:00:00,Friday
2014-08-08 04:00:00,64.184,22,scattered clouds,2014-08-08 04:00:00,Friday
2014-08-08 07:00:00,60.961999999999954,52,sky is clear,2014-08-08 07:00:00,Friday
2014-08-08 08:00:00,60.332000000000015,50,sky is clear,2014-08-08 08:00:00,Friday
2014-08-08 09:00:00,59.161999999999956,57,sky is clear,2014-08-08 09:00:00,Friday
2014-08-08 12:00:00,63.806000000000026,51,scattered clouds,2014-08-08 12:00:00,Friday
2014-08-08 16:00:00,77.19800000000002,40,scattered clouds,2014-08-08 16:00:00,Friday
2014-08-08 17:00:00,78.99800000000002,46,scattered clouds,2014-08-08 17:00:00,Friday
2014-08-08 18:00:00,80.00600000000003,43,scattered clouds,2014-08-08 18:00:00,Friday
2014-08-09 01:00:00,72.03200000000001,73,scattered clouds,2014-08-09 01:00:00,Saturday
2014-08-09 02:00:00,68.41400000000003,70,dust,2014-08-09 02:00:00,Saturday
2014-08-09 03:00:00,67.424,53,dust,2014-08-09 03:00:00,Saturday
2014-08-09 04:00:00,66.10999999999999,49,dust,2014-08-09 04:00:00,Saturday
2014-08-09 07:00:00,61.627999999999965,27,mist,2014-08-09 07:00:00,Saturday
2014-08-09 08:00:00,61.483999999999995,41,few clouds,2014-08-09 08:00:00,Saturday
2014-08-09 09:00:00,60.09800000000003,51,mist,2014-08-09 09:00:00,Saturday
2014-08-09 12:00:00,63.067999999999984,50,few clouds,2014-08-09 12:00:00,Saturday
2014-08-09 16:00:00,80.54600000000005,40,scattered clouds,2014-08-09 16:00:00,Saturday
2014-08-09 17:00:00,81.14000000000001,50,scattered clouds,2014-08-09 17:00:00,Saturday
2014-08-09 18:00:00,82.36400000000003,60,scattered clouds,2014-08-09 18:00:00,Saturday
2014-08-10 01:00:00,71.43800000000005,80,scattered clouds,2014-08-10 01:00:00,Sunday
2014-08-10 02:00:00,70.7,64,scattered clouds,2014-08-10 02:00:00,Sunday
2014-08-10 03:00:00,68.558,56,scattered clouds,2014-08-10 03:00:00,Sunday
2014-08-10 04:00:00,64.90399999999995,43,few clouds,2014-08-10 04:00:00,Sunday
2014-08-10 07:00:00,62.47400000000001,31,mist,2014-08-10 07:00:00,Sunday
2014-08-10 08:00:00,62.258,34,mist,2014-08-10 08:00:00,Sunday
2014-08-10 09:00:00,61.05199999999998,36,mist,2014-08-10 09:00:00,Sunday
2014-08-10 12:00:00,63.71600000000001,37,scattered clouds,2014-08-10 12:00:00,Sunday
2014-08-10 16:00:00,82.78023230779998,45,few clouds,2014-08-10 16:00:00,Sunday
2014-08-10 17:00:00,84.05600000000003,51,scattered clouds,2014-08-10 17:00:00,Sunday
2014-08-10 18:00:00,84.542,47,scattered clouds,2014-08-10 18:00:00,Sunday
2014-08-11 01:00:00,75.05600000000003,44,broken clouds,2014-08-11 01:00:00,Monday
2014-08-11 02:00:00,72.12200000000004,32,scattered clouds,2014-08-11 02:00:00,Monday
2014-08-11 03:00:00,71.33000000000004,19,scattered clouds,2014-08-11 03:00:00,Monday
2014-08-11 04:00:00,68.63000000000004,12,broken clouds,2014-08-11 04:00:00,Monday
2014-08-11 07:00:00,66.01999999999995,34,mist,2014-08-11 07:00:00,Monday
2014-08-11 08:00:00,65.03000000000004,74,mist,2014-08-11 08:00:00,Monday
2014-08-11 09:00:00,64.65199999999997,60,moderate rain,2014-08-11 09:00:00,Monday
2014-08-11 12:00:00,67.08200000000002,31,mist,2014-08-11 12:00:00,Monday
2014-08-11 16:00:00,83.26400000000004,31,broken clouds,2014-08-11 16:00:00,Monday
2014-08-11 17:00:00,83.26400000000004,32,broken clouds,2014-08-11 17:00:00,Monday
2014-08-11 18:00:00,84.64460000000003,35,sky is clear,2014-08-11 18:00:00,Monday
2014-08-12 01:00:00,73.66999999999996,21,broken clouds,2014-08-12 01:00:00,Tuesday
2014-08-12 02:00:00,73.66999999999996,24,broken clouds,2014-08-12 02:00:00,Tuesday
2014-08-12 03:00:00,72.75199999999998,25,broken clouds,2014-08-12 03:00:00,Tuesday
2014-08-12 04:00:00,71.69000000000003,22,broken clouds,2014-08-12 04:00:00,Tuesday
2014-08-12 07:00:00,69.89000000000001,36,broken clouds,2014-08-12 07:00:00,Tuesday
2014-08-12 08:00:00,69.74600000000005,65,overcast clouds,2014-08-12 08:00:00,Tuesday
2014-08-12 09:00:00,68.97200000000004,55,mist,2014-08-12 09:00:00,Tuesday
2014-08-12 12:00:00,70.484,33,few clouds,2014-08-12 12:00:00,Tuesday
2014-08-12 16:00:00,76.658,35,overcast clouds,2014-08-12 16:00:00,Tuesday
2014-08-12 17:00:00,77.70199999999997,38,overcast clouds,2014-08-12 17:00:00,Tuesday
2014-08-12 18:00:00,78.31400000000004,35,overcast clouds,2014-08-12 18:00:00,Tuesday
2014-08-13 01:00:00,72.91400000000003,36,light rain,2014-08-13 01:00:00,Wednesday
2014-08-13 02:00:00,72.91400000000003,21,light rain,2014-08-13 02:00:00,Wednesday
2014-08-13 03:00:00,72.62599999999999,24,moderate rain,2014-08-13 03:00:00,Wednesday
2014-08-13 04:00:00,71.85199999999998,18,light rain,2014-08-13 04:00:00,Wednesday
2014-08-13 07:00:00,69.94399999999997,43,mist,2014-08-13 07:00:00,Wednesday
2014-08-13 08:00:00,69.61999999999996,78,mist,2014-08-13 08:00:00,Wednesday
2014-08-13 09:00:00,69.92599999999999,84,mist,2014-08-13 09:00:00,Wednesday
2014-08-13 12:00:00,69.31400000000004,31,mist,2014-08-13 12:00:00,Wednesday
2014-08-13 16:00:00,73.65199999999997,33,overcast clouds,2014-08-13 16:00:00,Wednesday
2014-08-13 17:00:00,76.442,30,light rain,2014-08-13 17:00:00,Wednesday
2014-08-13 18:00:00,78.09800000000003,42,broken clouds,2014-08-13 18:00:00,Wednesday
2014-08-14 01:00:00,73.38200000000002,36,scattered clouds,2014-08-14 01:00:00,Thursday
2014-08-14 02:00:00,71.02400000000002,21,scattered clouds,2014-08-14 02:00:00,Thursday
2014-08-14 03:00:00,71.00600000000003,18,scattered clouds,2014-08-14 03:00:00,Thursday
2014-08-14 04:00:00,70.46600000000001,19,scattered clouds,2014-08-14 04:00:00,Thursday
2014-08-14 07:00:00,66.45199999999997,32,sky is clear,2014-08-14 07:00:00,Thursday
2014-08-14 08:00:00,64.79600000000005,69,sky is clear,2014-08-14 08:00:00,Thursday
2014-08-14 09:00:00,63.71600000000001,70,sky is clear,2014-08-14 09:00:00,Thursday
2014-08-14 12:00:00,60.89000000000002,30,few clouds,2014-08-14 12:00:00,Thursday
2014-08-14 16:00:00,74.15779999999998,30,sky is clear,2014-08-14 16:00:00,Thursday
2014-08-14 17:00:00,72.608,38,scattered clouds,2014-08-14 17:00:00,Thursday
2014-08-14 18:00:00,74.48000000000005,45,scattered clouds,2014-08-14 18:00:00,Thursday
2014-08-15 01:00:00,71.33000000000004,37,scattered clouds,2014-08-15 01:00:00,Friday
2014-08-15 02:00:00,68.25199999999998,33,scattered clouds,2014-08-15 02:00:00,Friday
2014-08-15 03:00:00,67.56799999999998,20,scattered clouds,2014-08-15 03:00:00,Friday
2014-08-15 04:00:00,66.72200000000004,22,scattered clouds,2014-08-15 04:00:00,Friday
2014-08-15 07:00:00,58.153999999999954,45,mist,2014-08-15 07:00:00,Friday
2014-08-15 08:00:00,58.17200000000004,85,mist,2014-08-15 08:00:00,Friday
2014-08-15 09:00:00,57.34399999999997,69,fog,2014-08-15 09:00:00,Friday
2014-08-15 12:00:00,55.903999999999954,41,fog,2014-08-15 12:00:00,Friday
2014-08-15 16:00:00,69.51199999999996,43,broken clouds,2014-08-15 16:00:00,Friday
2014-08-15 17:00:00,70.73599999999996,36,broken clouds,2014-08-15 17:00:00,Friday
2014-08-15 18:00:00,73.75993975399997,49,few clouds,2014-08-15 18:00:00,Friday
2014-08-16 01:00:00,67.208,60,broken clouds,2014-08-16 01:00:00,Saturday
2014-08-16 02:00:00,66.07400000000001,47,broken clouds,2014-08-16 02:00:00,Saturday
2014-08-16 03:00:00,65.91199999999995,64,broken clouds,2014-08-16 03:00:00,Saturday
2014-08-16 04:00:00,64.4,29,broken clouds,2014-08-16 04:00:00,Saturday
2014-08-16 07:00:00,60.11600000000001,21,scattered clouds,2014-08-16 07:00:00,Saturday
2014-08-16 08:00:00,58.424000000000014,44,mist,2014-08-16 08:00:00,Saturday
2014-08-16 09:00:00,58.711999999999954,41,few clouds,2014-08-16 09:00:00,Saturday
2014-08-16 12:00:00,61.46600000000001,42,few clouds,2014-08-16 12:00:00,Saturday
2014-08-16 16:00:00,73.57377020000001,56,scattered clouds,2014-08-16 16:00:00,Saturday
2014-08-16 17:00:00,75.54788509999997,46,few clouds,2014-08-16 17:00:00,Saturday
2014-08-16 18:00:00,75.82234188380001,55,broken clouds,2014-08-16 18:00:00,Saturday
2014-08-17 01:00:00,72.91400000000003,87,broken clouds,2014-08-17 01:00:00,Sunday
2014-08-17 02:00:00,68.39600000000004,63,broken clouds,2014-08-17 02:00:00,Sunday
2014-08-17 03:00:00,68.41400000000003,56,broken clouds,2014-08-17 03:00:00,Sunday
2014-08-17 04:00:00,68.12599999999999,40,overcast clouds,2014-08-17 04:00:00,Sunday
2014-08-17 07:00:00,60.998000000000026,35,overcast clouds,2014-08-17 07:00:00,Sunday
2014-08-17 08:00:00,62.60543672720007,42,broken clouds,2014-08-17 08:00:00,Sunday
2014-08-17 09:00:00,63.38381301320006,37,overcast clouds,2014-08-17 09:00:00,Sunday
2014-08-17 12:00:00,64.65199999999997,36,light rain,2014-08-17 12:00:00,Sunday
2014-08-17 16:00:00,73.81400000000004,38,scattered clouds,2014-08-17 16:00:00,Sunday
2014-08-17 17:00:00,79.63159999999998,37,scattered clouds,2014-08-17 17:00:00,Sunday
2014-08-17 18:00:00,79.57456161800005,39,scattered clouds,2014-08-17 18:00:00,Sunday
2014-08-18 01:00:00,74.76799999999999,34,few clouds,2014-08-18 01:00:00,Monday
2014-08-18 02:00:00,71.58200000000002,28,few clouds,2014-08-18 02:00:00,Monday
2014-08-18 03:00:00,70.23200000000001,21,few clouds,2014-08-18 03:00:00,Monday
2014-08-18 04:00:00,66.90199999999997,26,mist,2014-08-18 04:00:00,Monday
2014-08-18 07:00:00,59.71639999999994,28,sky is clear,2014-08-18 07:00:00,Monday
2014-08-18 08:00:00,60.195725452400005,56,sky is clear,2014-08-18 08:00:00,Monday
2014-08-18 09:00:00,61.17799999999996,80,mist,2014-08-18 09:00:00,Monday
2014-08-18 12:00:00,64.7262329108,24,sky is clear,2014-08-18 12:00:00,Monday
2014-08-18 16:00:00,74.19259999940002,29,sky is clear,2014-08-18 16:00:00,Monday
2014-08-18 17:00:00,75.51620000060005,25,sky is clear,2014-08-18 17:00:00,Monday
2014-08-18 18:00:00,76.80269981839999,28,sky is clear,2014-08-18 18:00:00,Monday
2014-08-19 01:00:00,73.09399999999997,42,scattered clouds,2014-08-19 01:00:00,Tuesday
2014-08-19 02:00:00,70.03399999999999,27,scattered clouds,2014-08-19 02:00:00,Tuesday
2014-08-19 03:00:00,66.46999999999996,21,scattered clouds,2014-08-19 03:00:00,Tuesday
2014-08-19 04:00:00,66.2,10,scattered clouds,2014-08-19 04:00:00,Tuesday
2014-08-19 07:00:00,63.122000000000035,40,dust,2014-08-19 07:00:00,Tuesday
2014-08-19 08:00:00,62.041999999999994,51,mist,2014-08-19 08:00:00,Tuesday
2014-08-19 09:00:00,61.483999999999995,52,mist,2014-08-19 09:00:00,Tuesday
2014-08-19 12:00:00,64.94000000000003,31,mist,2014-08-19 12:00:00,Tuesday
2014-08-19 16:00:00,75.05600000000003,40,broken clouds,2014-08-19 16:00:00,Tuesday
2014-08-19 17:00:00,77.41400000000003,40,scattered clouds,2014-08-19 17:00:00,Tuesday
2014-08-19 18:00:00,79.53800000000004,23,scattered clouds,2014-08-19 18:00:00,Tuesday
2014-08-20 01:00:00,72.35600000000002,28,broken clouds,2014-08-20 01:00:00,Wednesday
2014-08-20 02:00:00,71.708,23,broken clouds,2014-08-20 02:00:00,Wednesday
2014-08-20 03:00:00,69.51199999999996,12,broken clouds,2014-08-20 03:00:00,Wednesday
2014-08-20 04:00:00,69.38599999999997,12,broken clouds,2014-08-20 04:00:00,Wednesday
2014-08-20 07:00:00,66.74000000000002,49,sky is clear,2014-08-20 07:00:00,Wednesday
2014-08-20 08:00:00,66.61400000000003,66,mist,2014-08-20 08:00:00,Wednesday
2014-08-20 09:00:00,67.06400000000004,56,fog,2014-08-20 09:00:00,Wednesday
2014-08-20 12:00:00,67.87400000000001,31,haze,2014-08-20 12:00:00,Wednesday
2014-08-20 16:00:00,78.49399999999997,28,broken clouds,2014-08-20 16:00:00,Wednesday
2014-08-20 17:00:00,80.05999999999997,30,broken clouds,2014-08-20 17:00:00,Wednesday
2014-08-20 18:00:00,81.80600000000003,37,broken clouds,2014-08-20 18:00:00,Wednesday
2014-08-21 01:00:00,73.59800000000003,29,broken clouds,2014-08-21 01:00:00,Thursday
2014-08-21 02:00:00,71.69000000000003,23,broken clouds,2014-08-21 02:00:00,Thursday
2014-08-21 03:00:00,70.34000000000002,17,broken clouds,2014-08-21 03:00:00,Thursday
2014-08-21 04:00:00,70.142,34,broken clouds,2014-08-21 04:00:00,Thursday
2014-08-21 07:00:00,68.35999999999999,47,heavy intensity drizzle,2014-08-21 07:00:00,Thursday
2014-08-21 08:00:00,67.47799999999997,64,mist,2014-08-21 08:00:00,Thursday
2014-08-21 09:00:00,67.22599999999998,63,mist,2014-08-21 09:00:00,Thursday
2014-08-21 12:00:00,67.29800000000003,26,light rain,2014-08-21 12:00:00,Thursday
2014-08-21 16:00:00,78.36799999999998,35,light rain,2014-08-21 16:00:00,Thursday
2014-08-21 17:00:00,78.53000000000004,33,moderate rain,2014-08-21 17:00:00,Thursday
2014-08-21 18:00:00,78.63800000000005,34,light rain,2014-08-21 18:00:00,Thursday
2014-08-22 01:00:00,72.08599999999997,48,proximity thunderstorm,2014-08-22 01:00:00,Friday
2014-08-22 02:00:00,70.15999999999998,26,heavy intensity rain,2014-08-22 02:00:00,Friday
2014-08-22 03:00:00,68.77400000000002,20,mist,2014-08-22 03:00:00,Friday
2014-08-22 04:00:00,68.558,15,proximity thunderstorm,2014-08-22 04:00:00,Friday
2014-08-22 07:00:00,66.52400000000002,42,light intensity drizzle,2014-08-22 07:00:00,Friday
2014-08-22 08:00:00,66.308,61,mist,2014-08-22 08:00:00,Friday
2014-08-22 09:00:00,65.94800000000002,61,mist,2014-08-22 09:00:00,Friday
2014-08-22 12:00:00,67.35199999999998,31,mist,2014-08-22 12:00:00,Friday
2014-08-22 16:00:00,70.89800000000002,50,overcast clouds,2014-08-22 16:00:00,Friday
2014-08-22 17:00:00,71.79800000000003,49,overcast clouds,2014-08-22 17:00:00,Friday
2014-08-22 18:00:00,73.41799999999998,47,overcast clouds,2014-08-22 18:00:00,Friday
2014-08-23 01:00:00,69.31400000000004,64,overcast clouds,2014-08-23 01:00:00,Saturday
2014-08-23 02:00:00,68.88200000000002,43,overcast clouds,2014-08-23 02:00:00,Saturday
2014-08-23 03:00:00,68.66600000000001,39,overcast clouds,2014-08-23 03:00:00,Saturday
2014-08-23 04:00:00,68.09000000000002,28,broken clouds,2014-08-23 04:00:00,Saturday
2014-08-23 07:00:00,66.25399999999995,35,broken clouds,2014-08-23 07:00:00,Saturday
2014-08-23 08:00:00,65.24600000000005,32,broken clouds,2014-08-23 08:00:00,Saturday
2014-08-23 09:00:00,64.958,43,mist,2014-08-23 09:00:00,Saturday
2014-08-23 12:00:00,65.75,36,broken clouds,2014-08-23 12:00:00,Saturday
2014-08-23 16:00:00,69.692,48,light rain,2014-08-23 16:00:00,Saturday
2014-08-23 17:00:00,70.30399999999995,48,light rain,2014-08-23 17:00:00,Saturday
2014-08-23 18:00:00,70.934,66,light rain,2014-08-23 18:00:00,Saturday
2014-08-24 01:00:00,68.108,85,broken clouds,2014-08-24 01:00:00,Sunday
